"refID","Symbol","Size","LFC_2h_IAA","padj_2h_IAA","Reg_2h_IAA","LFC_4h_IAA","padj_4h_IAA","Reg_4h_IAA","LFC_8h_IAA","padj_8h_IAA","Reg_8h_IAA","LFC_24h_IAA","padj_24h_IAA","Reg_24h_IAA"
"NM_001285472","Tbx1",8968,6.17523557764885,2.59078573063367e-12,"UP",6.70738888072847,3.55128470504013e-15,"UP",7.62813301533946,2.84324365273901e-19,"UP",6.94136655299067,8.19990147861856e-16,"UP"
"NM_010402","Hand2",3535,6.14633429190619,0.000102681985005981,"UP",7.43716170983672,6.93506791317041e-07,"UP",8.37578080650713,1.73854089679673e-08,"UP",7.11932440120259,2.95784621486928e-06,"UP"
"NM_001285476","Tbx1",5266,6.13856136846579,3.01635535983682e-12,"UP",6.65853788325939,5.31077652862808e-15,"UP",7.5887804918279,3.46669297680586e-19,"UP",6.89335295827208,1.08026337892007e-15,"UP"
"NM_007418","Adra2c",3198,6.12976961721785,0.000228291054057691,"UP",6.81216095220425,1.36477782452234e-05,"UP",7.36826141911495,2.10001994791047e-06,"UP",7.65026125817943,1.25689027795187e-06,"UP"
"NR_073086","Hoxd11",7459,5.87247357877549,4.64374705917248e-17,"UP",7.44104909430372,3.35140469855267e-28,"UP",7.38625079126953,8.29404544524552e-28,"UP",6.84645822931963,1.0252966541393e-23,"UP"
"NM_011320","Nkx1-1",3357,5.78609631393148,0.00131665651040144,"UP",6.74857893595188,5.35191372662927e-05,"UP",7.58325942324143,4.38006286349978e-06,"UP",6.55184543090155,0.000124350987512907,"UP"
"NM_172446","Skor1",8817,5.69251580335414,1.26037408905404e-20,"UP",6.45042285227609,2.21395319685873e-27,"UP",6.0861539432797,1.78484113868264e-24,"UP",4.76432544209564,7.12147685369605e-15,"UP"
"NM_080433","Fezf2",3974,5.60259511733931,7.64416227496388e-05,"UP",5.60444448943559,3.2228242935065e-05,"UP",5.19882516442362,0.000106104446494002,"UP",4.1240708053326,0.00281015272482278,"UP"
"NM_011381","Six3",5358,5.5638499690048,3.07853981232783e-06,"UP",8.00720771681837,1.23420866708542e-12,"UP",8.50382369734465,4.22086814328562e-14,"UP",8.10839129334084,1.26816633846041e-12,"UP"
"NM_001001334","Spag6",50584,5.41018664952891,0.000855896915422346,"UP",7.28771248510983,1.64158628122459e-06,"UP",8.00024888975076,1.19630042354659e-07,"UP",7.58171548367026,8.43592211747353e-07,"UP"
"NR_027826","Pantr1",46626,5.29532851029562,2.26209338416954e-05,"UP",6.23442403258781,1.330687131728e-07,"UP",6.64361560876916,1.71491533941172e-08,"UP",5.42148539293166,7.73118772682006e-06,"UP"
"NM_010450","Hoxa11",3706,5.28868644629083,3.48200565233159e-16,"UP",6.90403199463949,2.39131907357775e-28,"UP",7.09491137745331,6.86338226825016e-30,"UP",7.09128957657352,1.16577393222671e-29,"UP"
"NM_018826","Irx5",3661,5.01130674450187,1.43971803054342e-08,"UP",6.18699241030689,2.30588118252049e-13,"UP",6.09744501992491,5.39861055744575e-13,"UP",5.3975575671,4.1885820143545e-10,"UP"
"NM_013555","Hoxd9",2446,4.95412671680077,4.41739770907074e-08,"UP",6.4321813119031,6.79643844053507e-14,"UP",6.74494272525979,3.84054563214343e-15,"UP",6.9440316888774,1.1803574665036e-15,"UP"
"NM_011097","Pitx1",6372,4.90979828228488,4.73296262675124e-05,"UP",6.16914824409913,5.49023810432789e-08,"UP",6.07311918819584,8.47466072208422e-08,"UP",5.80084062635571,5.29976295252404e-07,"UP"
"NM_144955","Nkx6-1",5515,4.84323546129562,1.27040811591982e-06,"UP",4.88765759253581,3.78053222737649e-07,"UP",5.14663834452038,7.09674472146599e-08,"UP",4.04130488715034,4.88660374905946e-05,"UP"
"NM_028462","Fezf1",3218,4.74714211071158,0.00491469950599177,"UP",7.84815028097885,6.58321750976194e-07,"UP",6.50607601782427,3.49297888979801e-05,"UP",6.7646462046936,2.53719777588951e-05,"UP"
"NM_013518","Fgf9",40035,4.68838098896584,8.38457465453316e-21,"UP",5.01865833027875,8.90242786542922e-25,"UP",4.44510686396597,1.32441724209213e-19,"UP",4.20636070783377,2.81141320134119e-17,"UP"
"NM_009697","Nr2f2",8644,4.68142891794145,8.29869868424644e-25,"UP",5.23357042754083,4.3035290160553e-32,"UP",5.23384925315556,3.87662317442121e-32,"UP",5.54215215607785,6.39992834053656e-36,"UP"
"NM_029911","Kcnk10",143947,4.59600165343109,1.65559113172847e-09,"UP",4.64697925125592,2.78936254992785e-10,"UP",4.53094261801403,8.49580584347708e-10,"UP",4.13816639803378,4.66527987590589e-08,"UP"
"NM_183261","Nr2f2",14797,4.56235505165901,2.26737679785825e-26,"UP",5.07005755378282,9.11409254895301e-34,"UP",5.07730076534596,7.25649882190312e-34,"UP",5.41523113319353,4.07516049119296e-38,"UP"
"NM_001113414","Ebf3",120775,4.55227180106238,9.11710700977809e-38,"UP",5.29085276495678,7.71302998775836e-52,"UP",5.44393430887361,6.16893715861342e-55,"UP",5.00251870547363,6.01816171392415e-46,"UP"
"NM_010713","Lhx8",24267,4.50473767258145,2.12751315346869e-11,"UP",5.2785273240459,3.02163252873142e-16,"UP",6.03199379761613,7.19652519875717e-21,"UP",5.50494858098455,3.25828859755467e-17,"UP"
"NM_013554","Hoxd10",3216,4.46592286051163,2.89952682408379e-07,"UP",6.54561129185267,1.52984720747596e-15,"UP",6.43965971874579,4.30758760995976e-15,"UP",5.94076010221727,1.18508234047901e-12,"UP"
"NR_003248","Foxl2os",6156,4.44834781094337,7.6127303625657e-06,"UP",5.83538561160737,6.51955403914078e-10,"UP",6.1703721729813,5.50154858316474e-11,"UP",5.84928063310389,9.68935541176814e-10,"UP"
"NM_010151","Nr2f1",10010,4.42301575370382,1.16973771656881e-13,"UP",5.52654466713055,3.26802417803698e-22,"UP",5.49802836967758,5.98056426295927e-22,"UP",5.09242760603902,1.50167689264987e-18,"UP"
"NM_008699","Nkx2-3",3568,4.28278869908544,5.42361368833253e-10,"UP",5.10770519575013,8.85932219096886e-15,"UP",5.39041838525352,2.57933269530316e-16,"UP",4.94186088698712,2.02070737874157e-13,"UP"
"NR_027899","Hoxd3os1",6087,4.15870864146845,0.0180770629742601,"UP",4.81431121293311,0.00338292796770295,"UP",5.08943075378535,0.00179042172392723,"UP",6.08733003504888,0.000324304433335825,"UP"
"NM_001271630","Runx2",132188,4.15641271598725,2.50586029854477e-17,"UP",4.86082643262451,1.30730452766191e-24,"UP",4.57957013726868,5.65017688648233e-22,"UP",3.5644656134997,2.46264048191338e-13,"UP"
"NR_028423","A530058N18Rik",18728,4.15042566178189,0.00286569456035284,"UP",3.0843310818462,0.0142062243191567,"UP",2.07414178128827,0.0385981757583143,"UP",1.22101764608506,0.0961845300710245,"n.s."
"NM_010445","Hmx1",3756,4.11165754705245,1.84652758762295e-13,"UP",4.2154927451818,5.80043375958302e-15,"UP",4.68795536065041,3.03582724885284e-18,"UP",4.60749428289307,2.89846794982771e-17,"UP"
"NR_015348","Hoxa11os",4527,4.0921479418642,2.0528343780795e-12,"UP",5.48493878495646,6.6779791628105e-23,"UP",5.44584159594205,1.47193084419215e-22,"UP",4.96735778098939,1.41046132671195e-18,"UP"
"NM_021560","Bhlhe22",3190,4.08847907517215,1.08290280865973e-08,"UP",5.10933886328209,5.4255959482312e-14,"UP",4.59237840316003,2.02524098975176e-11,"UP",4.44317549564195,2.07731562026001e-10,"UP"
"NM_016967","Olig2",3128,4.08458987868068,1.24133211310509e-08,"UP",5.39122517857771,2.32690453486795e-15,"UP",5.12301093415535,6.35279855338121e-14,"UP",4.76048607481841,8.36098842891341e-12,"UP"
"NM_010712","Lhx4",40334,4.07885011506055,2.27391240589773e-07,"UP",4.06497575145597,7.84837435139041e-08,"UP",4.89406935573015,6.21284798944812e-11,"UP",4.25343392812056,3.22425562000309e-08,"UP"
"NM_007442","Alx4",38906,4.04837559089745,2.62879951117482e-09,"UP",5.55529401677274,7.41509370102805e-18,"UP",6.20327499364464,5.76139688897188e-22,"UP",5.77434542768476,7.96635964890618e-19,"UP"
"NM_012020","Foxl2",2520,3.9540863861168,0.00309696957104633,"UP",4.46993461983814,0.0003111559840986,"UP",4.29680074384329,0.000485991638792518,"UP",4.13848582619913,0.00114929498172426,"UP"
"NM_011377","Sim2",41773,3.92662038689933,1.42096987785416e-13,"UP",5.27159458134471,3.13876120378618e-25,"UP",5.73219921342971,1.18085544781274e-29,"UP",4.93875002663061,7.53840427846144e-22,"UP"
"NM_008899","Pou3f2",6272,3.91441487881991,6.49473460237639e-10,"UP",5.45214801409374,1.2132018590644e-19,"UP",5.17704049584102,8.93510261308766e-18,"UP",5.11120212113457,5.34906821789924e-17,"UP"
"NM_022435","Sp5",2804,3.91078377768788,0.000139992798534534,"UP",4.6142138797024,1.88373150798436e-06,"UP",4.67957082745448,1.23636663772601e-06,"UP",3.89530256391049,9.1991612186588e-05,"UP"
"NM_001101038","Siglec15",13655,3.90011124400159,0.00444522098884215,"UP",3.56510077660896,0.00487235895229286,"UP",3.70183040663406,0.00292990583358549,"UP",3.68171695425411,0.00448091339562203,"UP"
"NM_001277238","Hoxa9",4274,3.89330919611774,2.10738677354221e-12,"UP",5.21909738583622,4.17793541250884e-23,"UP",5.33043182981903,5.61398429169361e-24,"UP",5.28704636301875,3.18761897190397e-23,"UP"
"NM_010919","Nkx2-2",3251,3.88231908214209,4.42686977461534e-07,"UP",4.13434090993166,1.99980548155102e-08,"UP",2.8846641751849,0.000113923829550155,"UP",2.3892485423299,0.00210425854456295,"UP"
"NM_009573","Zic1",5455,3.85234520680659,3.83755640944301e-19,"UP",5.37124949089284,1.18379870786655e-38,"UP",5.56987576071033,1.47308740672822e-41,"UP",5.33586401324387,7.72434823698726e-38,"UP"
"NR_030769","Nkx2-2os",147599,3.84309929046006,1.42096987785416e-13,"UP",4.08092908471686,4.45231506533139e-16,"UP",4.01302484124518,1.43368156135466e-15,"UP",3.30598889192584,1.53394625106578e-10,"UP"
"NM_010056","Dlx5",4268,3.82716307623857,0.00363234951763369,"UP",5.29596098349677,1.297915337085e-05,"UP",5.67530983650899,2.47281369837134e-06,"UP",5.21893336436653,2.36320651566815e-05,"UP"
"NM_007441","Alx3",10845,3.82026734168526,4.36469513124505e-12,"UP",4.60585746624234,2.56186905703875e-18,"UP",4.77294252078239,1.45528495296505e-19,"UP",4.55744445562362,1.9655311266687e-17,"UP"
"NM_023814","Tbx18",28461,3.78890020742981,8.59054964689014e-16,"UP",4.32195757384731,2.54949023924131e-21,"UP",4.18808575533334,4.66035084369187e-20,"UP",4.57402926766043,2.68980484843867e-23,"UP"
"NM_010710","Lhx2",18430,3.75826935491144,1.51532022636753e-13,"UP",4.67038995799627,8.44735795428541e-22,"UP",5.31392518458838,8.29404544524552e-28,"UP",5.00476551542825,2.3712516337706e-24,"UP"
"NM_001146198","Nkx2-1",3172,3.75274103711847,0.00605002790173315,"UP",4.83488534020551,0.000115185117231478,"UP",4.97178306808925,6.36921944290426e-05,"UP",4.55711280063321,0.000384962702418167,"UP"
"NM_001081971","Ankrd63",4861,3.7504119182973,7.25678491780639e-06,"UP",4.37644590358812,3.24915455171498e-08,"UP",3.94277351679697,7.68079059242471e-07,"UP",4.16111932466357,2.85677928935379e-07,"UP"
"NM_007966","Evx1",4881,3.73502798341284,5.343863563693e-12,"UP",3.56418382733539,1.33188071246534e-11,"UP",3.90866188432176,9.73786367948038e-14,"UP",3.1499021123182,5.80094464662658e-09,"UP"
"NM_008275","Hoxd13",3290,3.68014250289426,1.00839208423915e-21,"UP",5.47570266395489,2.30302246643947e-49,"UP",5.25800823071767,2.48911729565816e-45,"UP",4.95293588832496,6.48594583328039e-40,"UP"
"NR_027891","2900092D14Rik",2841,3.66980165442661,0.000143717768384076,"UP",3.87801420851881,1.97608882185261e-05,"UP",3.04909676253275,0.000858043700891205,"UP",2.46642205996401,0.00844058550031595,"UP"
"NM_010725","Lmx1b",75976,3.63866573947358,7.95388956540674e-22,"UP",3.60094530127191,1.77895351020342e-22,"UP",4.02136858451797,1.12877704658151e-27,"UP",3.9123247081026,8.89634077547485e-26,"UP"
"NM_001005477","Barhl2",5644,3.63299548583424,5.02712798756847e-08,"UP",4.04044659228492,2.14219744003428e-10,"UP",3.99940503016787,3.71129417588344e-10,"UP",3.82576408906159,4.72736651788373e-09,"UP"
"NM_011041","Pax9",15592,3.60930352284262,1.14559401213658e-12,"UP",3.95203609271523,5.62932417266297e-16,"UP",4.06521735215925,8.71394534454063e-17,"UP",4.19250865268452,2.12640414399325e-17,"UP"
"NR_040433","AU022754",12567,3.60793993329074,0.000206164984497315,"UP",3.40594860992937,0.000219136058348151,"UP",2.59043712210677,0.00450746331216676,"UP",0.761892203476372,0.156798874445886,"n.s."
"NM_010342","Npbwr1",3692,3.58491750412734,0.0112498232745942,"UP",1.58990058629064,0.0676153811690542,"n.s.",3.9750989708849,0.00202853707883894,"UP",3.19812594768043,0.0139954439669869,"UP"
"NM_001163633","Wnt7b",45293,3.58042356400252,7.95388956540674e-22,"UP",3.58973034902734,5.40327327109337e-23,"UP",3.74180846335488,8.5001696606575e-25,"UP",2.86051283277576,2.10603080128693e-14,"UP"
"NM_172553","Alx1",20931,3.57688960569172,6.02168420219642e-14,"UP",4.61229620111728,7.54920267955442e-24,"UP",4.52818550332182,5.08991592237394e-23,"UP",3.98431626216476,1.06267068065239e-17,"UP"
"NM_009392","Tlx2",1901,3.5738743581096,0.00689035128566199,"UP",4.06110462995784,0.000945125408202163,"UP",4.68579340200492,0.000119201866969064,"UP",0.925517984767763,0.116522762541221,"n.s."
"NM_007855","Twist2",46551,3.56844202638329,9.86572753741054e-20,"UP",4.14682853182516,1.89737327816899e-27,"UP",4.33798782249301,6.86338226825016e-30,"UP",3.44184057188434,7.96635964890618e-19,"UP"
"NM_011021","Otp",8055,3.5553743168761,0.000839162310641981,"UP",4.85352743558537,7.11628024876731e-07,"UP",4.26233336424149,1.43496429168287e-05,"UP",3.64291623043644,0.000363268596943,"UP"
"NM_011380","Six2",3987,3.53044959853413,3.36742569049701e-08,"UP",4.80172417621316,1.82628030804377e-15,"UP",5.09208212656426,2.90143570949843e-17,"UP",4.61945651486703,5.80219987442254e-14,"UP"
"NR_045284","Gm16551",4436,3.53028368480488,4.66395335855068e-10,"UP",4.21197205579773,7.75465707748605e-15,"UP",3.91474054635394,7.43681159774083e-13,"UP",2.8862219666779,4.24595575401494e-07,"UP"
"NM_001290731","Hoxd8",3318,3.52262653733949,1.69627799831251e-09,"UP",4.46554010272305,1.41549484737672e-15,"UP",4.35546660975751,7.64631612387874e-15,"UP",4.33287450555663,2.37008628742135e-14,"UP"
"NM_001289925","Egr3",5169,3.51938855170594,4.0080761799612e-10,"UP",3.82513322545617,1.48218545679624e-12,"UP",3.71751323015378,7.80649420676454e-12,"UP",2.20089543540472,0.000165690420756078,"UP"
"NM_016889","Insm1",3022,3.51311485813397,1.15843560351953e-08,"UP",4.04062761361686,5.61932870807385e-12,"UP",4.06620524723333,4.41657631091937e-12,"UP",4.028457378121,1.68125391958993e-11,"UP"
"NM_011023","Otx1",6888,3.50835856751179,3.72315520087631e-16,"UP",4.35272441199201,1.05639422283535e-25,"UP",4.53795987624993,7.68776005988831e-28,"UP",4.45070469473,2.5002584450175e-26,"UP"
"NM_001163634","Wnt7b",42634,3.49571539718787,4.39824682266809e-20,"UP",3.55257230782987,1.017691878898e-21,"UP",3.65972539349822,7.64986167880243e-23,"UP",2.80591410715154,2.17951582386912e-13,"UP"
"NM_029529","Slc35d3",3543,3.46334225142016,1.76339611142708e-10,"UP",4.33512550036213,6.37719621100917e-17,"UP",3.74962228519534,7.43630592309431e-13,"UP",3.10349326889171,9.16024984820383e-09,"UP"
"NM_001039655","Rasgrf1",6073,3.4599735997734,3.4967522794071e-10,"UP",4.55137084759287,4.54022916712744e-18,"UP",4.73700264259547,1.94526838372262e-19,"UP",3.95294025673994,2.19889516255064e-13,"UP"
"NM_007553","Bmp2",10738,3.41808118110671,6.1360339567799e-11,"UP",4.04878573354181,7.53217996157525e-16,"UP",3.71909913451046,1.56928288309472e-13,"UP",3.12598777415803,1.86398527794643e-09,"UP"
"NM_008242","Foxd1",2461,3.40001801591931,2.37170116265466e-09,"UP",5.17331971895204,4.56702659171448e-22,"UP",4.76382932627908,9.08398619059513e-19,"UP",3.92216177756952,1.5868061371992e-12,"UP"
"NM_011039","Pax7",94888,3.39179136064781,6.46454324209189e-17,"UP",3.95810111267592,8.38565464493211e-24,"UP",3.89659920818947,4.11020165286523e-23,"UP",2.62744945114466,1.06668090017792e-10,"UP"
"NM_177033","Vwc2",149511,3.37803630119543,2.50586029854477e-17,"UP",4.19941464112788,2.04116593566117e-27,"UP",3.76616920115342,1.91632462932006e-22,"UP",2.59387428312576,5.02733930136063e-11,"UP"
"NM_001122950","Hoxa10",9658,3.36046666773136,6.46454324209189e-17,"UP",4.85045220806137,4.59160784527002e-36,"UP",4.83110088858179,8.78510306984311e-36,"UP",4.95980543531021,1.27621156148248e-37,"UP"
"NR_108091","6430503K07Rik",1059,3.34493091669875,0.0254099524894888,"UP",4.36956539789118,0.00220459427340455,"UP",3.28755436510951,0.0119171179792298,"UP",1.76703783448952,0.0552563883541391,"n.s."
"NM_139226","Onecut3",22355,3.33149847467047,1.56423124870624e-10,"UP",4.26643813640712,5.47466110201434e-18,"UP",4.47728893956855,1.26586462407702e-19,"UP",3.5799806111944,2.74308055271991e-12,"UP"
"NM_001146038","Runx2",210639,3.3309276816111,1.38574031112143e-12,"UP",4.00729106578548,9.49971029725451e-19,"UP",3.73751976427929,1.85431503104106e-16,"UP",2.74845884868793,3.95600150945118e-09,"UP"
"NM_001159743","Alkal2",9531,3.32642327152552,0.0203039099806925,"UP",4.6761328969345,0.000358902016268613,"UP",4.6193646079219,0.000410920268455652,"UP",4.7279306878358,0.00043765304130057,"UP"
"NM_008263","Hoxa10",3743,3.32580128212299,9.99744086821245e-16,"UP",4.94895989009206,8.73386451889678e-36,"UP",4.95661004560019,8.78510306984311e-36,"UP",5.03711245741077,6.18863890672041e-37,"UP"
"NM_001290646","Lhx2",30457,3.32395294937653,6.01818870067484e-12,"UP",4.16893757627986,2.09689545726978e-19,"UP",4.81750293657085,1.78571835199868e-25,"UP",4.49436042233021,7.00460358732819e-22,"UP"
"NM_010595","Kcna1",9339,3.31343929107159,3.01635535983682e-12,"UP",4.72813764258816,1.62501587800215e-25,"UP",4.95914774604598,7.16121033773532e-28,"UP",4.54641498472275,3.18761897190397e-23,"UP"
"NM_013702","Uncx",4281,3.30765526067854,0.0195066050870426,"UP",4.32986886231551,0.000798761266734143,"UP",4.25964984675762,0.000832126110848399,"UP",4.50895117523402,0.000619926108341627,"UP"
"NM_001033281","Prdm6",111312,3.30401080600664,1.0957806709483e-16,"UP",4.16865654369109,2.58404937359219e-27,"UP",4.04680578284907,1.15154395735882e-25,"UP",3.48914420737779,5.17189315051539e-19,"UP"
"NM_001042577","Lhx9",11501,3.29840210804423,2.43827298879319e-06,"UP",4.13487469985126,3.09862621934302e-10,"UP",4.22918072322524,1.21795975197717e-10,"UP",4.48302205860251,1.64883505466304e-11,"UP"
"NR_015388","Dlx6os1",48988,3.25763449640435,5.74941294671565e-07,"UP",4.71704558258364,1.06428849512681e-14,"UP",4.50874880400693,1.91241736610871e-13,"UP",4.36946305382938,2.72786761262093e-12,"UP"
"NM_001301332","Gdnf",27533,3.24787544007793,4.82733029164029e-08,"UP",4.35990232533178,6.87523173659129e-15,"UP",4.63847077365018,1.14505502600003e-16,"UP",4.20294338198001,2.15936840578657e-13,"UP"
"NM_010835","Msx1",4095,3.23393853282687,4.81326499852187e-08,"UP",4.34843221604633,6.79935087513652e-15,"UP",4.34522750328627,8.13662421756338e-15,"UP",4.22435611228591,1.21641172508676e-13,"UP"
"NM_008499","Lhx5",9572,3.23012467158927,2.62830802500887e-07,"UP",3.66564221071826,7.98029139457749e-10,"UP",4.59938393089757,5.16036610550475e-15,"UP",3.57448112261137,4.80901197602716e-09,"UP"
"NR_038163","Evx1os",6444,3.16814838669539,3.31550239721399e-07,"UP",3.4250443328945,8.45674056486202e-09,"UP",3.27839775573309,3.87129522502535e-08,"UP",2.96656221585066,1.28621295480039e-06,"UP"
"NM_008900","Pou3f3",3064,3.1613084862455,3.38863045595498e-08,"UP",4.23423007313255,4.81281044449159e-15,"UP",3.7649680848496,5.14223216678186e-12,"UP",3.4030820452974,1.29038441110422e-09,"UP"
"NM_001098171","Pcdh10",45314,3.15993217656366,2.77533027071634e-11,"UP",3.76976072320213,1.3562475058354e-16,"UP",3.64893346741717,1.43368156135466e-15,"UP",3.59859343598835,9.22948159869712e-15,"UP"
"NM_001159697","Efcc1",25043,3.12450258555567,7.09714738609344e-06,"UP",3.24729367694042,1.03048454775193e-06,"UP",4.03354663734077,6.91708561312498e-10,"UP",3.45209280630407,3.26330136550841e-07,"UP"
"NM_001301333","Gdnf",23854,3.09346312137253,1.88217519059029e-07,"UP",4.27026180695951,1.6176839168512e-14,"UP",4.49038583055843,7.66245847753083e-16,"UP",3.96694513636953,3.62686008154148e-12,"UP"
"NM_010118","Egr2",4320,3.08778620392754,1.18058650588502e-08,"UP",3.43422666220404,2.94894056015336e-11,"UP",3.35465757919078,1.05864692055065e-10,"UP",2.19347960067366,8.1081987651948e-05,"UP"
"NM_008178","Gsx1",2251,3.07991786634052,8.18432466698169e-08,"UP",3.85597109025907,1.50449363625847e-12,"UP",3.55523071335746,9.34473657126063e-11,"UP",2.70027542803442,2.52190749906614e-06,"UP"
"NM_001123362","Prdm12",15759,3.0704713560373,2.3381969399677e-05,"UP",4.23510261643403,3.31572637880775e-10,"UP",4.00739235303044,3.39153233926157e-09,"UP",3.04277545011069,1.71998563324414e-05,"UP"
"NM_001136072","Meis2",203795,3.06877968490956,5.27396689353584e-17,"UP",3.52540743556295,4.14052960824646e-23,"UP",2.95805210186219,9.56447903028658e-17,"UP",2.25565545788397,5.09213050352401e-10,"UP"
"NM_010133","En1",5505,3.0579556617302,1.00705370890677e-14,"UP",3.7191970439396,1.05170656543599e-22,"UP",3.14821911588438,2.14378192115614e-16,"UP",2.41971596529924,1.31513961085394e-09,"UP"
"NM_177346","Gpr149",75178,3.0516733990369,0.00264227681542258,"UP",3.90736388439594,2.85988932562814e-05,"UP",4.40157965708815,2.09662483997132e-06,"UP",4.15439386224246,1.31095965750937e-05,"UP"
"NM_172815","Rspo2",150024,3.02600924402026,6.53033371622796e-10,"UP",4.01579486692761,1.14515855960031e-17,"UP",3.61876751076389,1.51977296216992e-14,"UP",3.34378500805523,3.05883714067984e-12,"UP"
"NM_177271","Samd5",47950,3.0211142961564,5.87862979111196e-16,"UP",3.41699826733289,2.78380947875766e-21,"UP",3.49383352723044,4.2225099003131e-22,"UP",3.11381599582432,2.37075175319068e-17,"UP"
"NM_175522","Elfn1",66782,2.99928917501004,3.4675580838729e-22,"UP",3.18826186878236,3.01006501096605e-26,"UP",3.1389196804401,2.03416707997603e-25,"UP",2.84130659037327,1.62374132227602e-20,"UP"
"NM_010573","Irx1",5492,2.99045754569668,1.00107250668384e-06,"UP",3.38132424453346,6.66715629323938e-09,"UP",2.82939453809288,1.73655355635944e-06,"UP",3.4693700648817,4.84755231342964e-09,"UP"
"NM_001291067","Foxa2",2588,2.97831348669423,3.96432902614942e-05,"UP",3.92308322876764,6.95083187844621e-09,"UP",3.30232884848556,1.52623360766332e-06,"UP",3.50913073210159,5.08309963421308e-07,"UP"
"NM_145459","Zfp503",5640,2.97752610979065,8.30477487622678e-09,"UP",3.71846992227012,3.46376245026289e-14,"UP",3.56906884407809,4.7213356845721e-13,"UP",3.91928857091849,3.51725814380047e-15,"UP"
"NM_013460","Adra1d",16929,2.96309506165872,5.87772315462697e-08,"UP",3.16102136021778,1.42646362169198e-09,"UP",3.50471125740034,1.60990666730078e-11,"UP",3.13280063573173,5.09328492016157e-09,"UP"
"NM_001302359","Shox2",7879,2.9501745090557,1.62341270841425e-05,"UP",4.40202313547317,3.10963881060801e-12,"UP",4.52369634435923,8.45566692105723e-13,"UP",4.17626124805497,1.0786911287313e-10,"UP"
"NR_077059","2610027K06Rik",40729,2.94758055393121,0.00376806090363385,"UP",3.57187750116659,0.000148592693065827,"UP",4.00271585469509,1.85094399271722e-05,"UP",3.78105501080735,8.49961835044315e-05,"UP"
"NM_001302358","Shox2",7089,2.93465433616474,2.12277251355881e-08,"UP",4.51983909720172,2.87560851253525e-20,"UP",4.60313476343728,6.49340908485232e-21,"UP",4.57609888166503,2.86278479821218e-20,"UP"
"NM_015743","Nr4a3",41142,2.93076968008391,4.01523972861159e-10,"UP",3.51363134656684,3.98925006476369e-15,"UP",3.22383211142348,9.00183901195116e-13,"UP",2.28651756941284,1.52522658835649e-06,"UP"
"NM_001276387","Ebf2",197661,2.93032105725717,6.30821467485798e-15,"UP",4.81592450588052,1.47751466295966e-40,"UP",4.92273161879829,2.57029593823523e-42,"UP",4.4336277194445,1.5537108107643e-34,"UP"
"NM_009576","Zic4",20377,2.90581345456711,1.22475731253241e-06,"UP",4.11346476508695,2.1079224691881e-13,"UP",3.90067099534216,4.25276375577572e-12,"UP",3.38457050510353,5.5812234644195e-09,"UP"
