refID,Size,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,LFC_norm,LFC_apeglm,UNT_rpkm
NM_008023,1514,7.21811954769768,6.16248051253414,1.54814167582102,3.98056625487201,6.87512985524964e-05,0.000458199021288766,1.04098336005457,6.29570107691108,0
NM_010469,7181,48.8915713591874,7.05315886786085,1.44730481229083,4.87330575284757,1.09746171428916e-06,9.97547657317585e-06,1.05953700158272,6.27741395562161,0.166526472251355
NM_001301332,27532,33.1219737885074,6.65070223615815,1.1430864366365,5.81819713977857,5.94857206248426e-09,7.27978552741082e-08,2.81033461494098,6.27481127873422,0.0200132546398972
NM_028462,3217,7.34355589934792,6.28103716643344,1.53975010094443,4.07925751235923,4.51797687347417e-05,0.000311743837382844,1.06294965801985,6.23663561768857,0
NM_001159520,95869,409.176610778779,6.20743160944647,0.319077439577128,19.4543105826383,2.6793190614537e-84,1.13160729011769e-81,5.22335038128299,6.17278290649109,0.11012232055946
NR_073086,7458,89.8425041237451,6.70231039206428,1.20101846629894,5.58052234843495,2.39797337270277e-08,2.72184965135343e-07,1.19692618193876,6.16400024456229,0.337206915012853
NM_001301333,23853,29.7063316143564,6.48400007772865,1.15441517915831,5.6166968303866,1.94642498412123e-08,2.23304005916776e-07,2.64736554272189,6.0902507043503,0.0231000262753386
NR_015348,4526,52.6770828922398,6.26029599934507,0.815383048240053,7.67773626500758,1.61924421624159e-14,3.45559273926717e-13,3.37696901754278,6.05232713051316,0.333515877931802
NM_183261,8643,158.829800770449,6.46159698478287,1.06359355903666,6.07525020237563,1.23794548041807e-09,1.62679651735692e-08,1.37762975376079,6.03708612528789,0.577166064388694
NR_040411,6388,6.50647300943138,6.02733750746713,1.58250458831679,3.80873303746817,0.000139680665277392,0.000874738124863006,0.954050744102375,6.01955174903328,0
NM_001285476,8967,101.421078445284,6.42819326934452,1.12957419650229,5.69081100581914,1.26437392604834e-08,1.4823947624896e-07,1.27500774014354,5.94561414050875,0.336677342147727
NM_008273,4693,77.1622193229747,6.48079577121524,1.21507068322311,5.33367799972278,9.6243127901301e-08,1.01208537684744e-06,1.14629845030313,5.90061241486154,0.535880923112265
NM_009697,14796,178.397942249944,6.4705144161529,1.20171322845539,5.38440807918019,7.2683435813038e-08,7.73288739191906e-07,1.02470359600659,5.86013556926429,0.478584944557732
NM_001285472,5265,94.1351236777429,6.31634506994295,1.11863582513619,5.64647128941537,1.63774500723484e-08,1.89205388526666e-07,1.295140436687,5.83831057343228,0.573406595828808
NM_010605,29454,22.605697543111,6.2116271538341,1.14889851251016,5.40659343379484,6.42347255872412e-08,6.88240030318518e-07,2.26097737185918,5.80227042513584,0.0187073038210651
NM_009576,20376,31.0478578856441,7.02176208722239,1.72590587253458,4.06845019706119,4.73268738092903e-05,0.00032532299593131,0.704208952534171,5.78214655867513,0.0470400440112723
NM_001113414,120774,674.714663519046,5.83313829017012,0.406228382503317,14.3592583418823,9.3219380054464e-47,1.15955969943091e-44,4.28878409444742,5.77541492167969,0.195285501025236
NM_008250,5348,13.7425311144068,6.21084463092836,1.35847316089304,4.57193031833287,4.83251655047611e-06,3.98200240803977e-05,1.68696257523548,5.70233372730468,0.055900644971811
NM_001122950,9657,127.370575017677,5.69578313909555,0.467335691756984,12.1877768797881,3.61139174483439e-34,2.38496310828863e-32,4.1459015548609,5.62200908945005,0.482270983773689
NM_027754,1241,5.74053934990083,5.88778558526915,1.62713950474545,3.61848849966325,0.000296328665081597,0.0017287583959354,0.857736644144805,5.61626367525994,0
NM_001011862,950,5.59719794744,5.87054260812012,1.63616531769822,3.58798866142628,0.000333238778146614,0.0019200347239596,0.839410630499741,5.58652163494455,0
NM_011097,6371,59.3425098999006,5.65140235256521,0.657690964482161,8.59279305595279,8.48803306075172e-18,2.30420281638732e-16,3.41113685635016,5.50187994156896,0.38138706598391
NM_011377,41772,105.546367195582,5.58590284318602,0.495165311252904,11.2808848201667,1.6309720196266e-29,8.78934209152485e-28,3.96738729026264,5.50070816162489,0.0983023547724998
NM_013554,3215,36.2668226346377,5.69998124155107,0.851254457323601,6.69597814438726,2.14233742806027e-11,3.35694478265768e-10,2.80264385409081,5.44915750788662,0.484106138535669
NR_046275,4470,45.2741535372173,5.58459374586761,0.731052611448657,7.63911332564855,2.18722732564478e-14,4.60814796531726e-13,3.06788125850719,5.39887558342695,0.390790050107971
NM_007526,3471,96.9325193035624,5.39827807128304,0.500503480671173,10.7856953642839,4.021899736869e-27,1.84915749674121e-25,3.74961405995564,5.30833001072652,1.28267098379111
NM_001305451,114281,29.3882274534901,5.56574620994622,0.895486566286227,6.21533188714214,5.12162810845081e-10,6.94651890049105e-09,2.55128322180108,5.28339729579672,0.0100534491767148
NM_008275,3289,173.339663232306,5.41492506929069,0.577673539885907,9.37367681815608,7.00488400196984e-21,2.31722583533286e-19,3.10796399555147,5.28264057755104,2.57808751034456
NM_001081060,44549,5.26047183352475,5.68521104122221,1.66443211476224,3.41570616836743,0.000636168515947148,0.00344057665816443,0.792825888122017,5.26826226843968,0
NM_011380,3986,47.9747883602228,5.76874414540256,1.11106358551544,5.19209181239288,2.07944408006224e-07,2.09455263105992e-06,1.34304040248541,5.25346390887527,0.619162268011295
NR_033555,3834,5.25697890653434,5.75732602817819,1.66286785004114,3.46228717335281,0.000535605331431486,0.0029412255719386,0.795820941367052,5.24714582933586,0
NM_001163664,17173,119.755159426051,5.31057218343205,0.451853671218673,11.7528583293551,6.82698197120175e-32,4.1190969959799e-30,3.90112290483574,5.23762540194099,0.323424028313646
NM_023814,28460,163.058213113911,5.28736574019051,0.404298119239723,13.0778885396086,4.40507044351992e-39,3.79149214809314e-37,4.0314395529625,5.23242813009112,0.27754412019787
NM_007441,10844,44.0584228933683,5.40134760374184,0.72256165212342,7.47527576071701,7.70421254392796e-14,1.54945962359109e-12,2.98093607984759,5.21060605015605,0.194338450953322
NR_110474,16445,5.62840640389499,5.66844695517288,1.64147895331963,3.45325594562716,0.000553863222980452,0.00302973192546626,0.843489769507637,5.20248103602445,0
NR_024257,5521,15.8140259680609,5.66956629144801,1.18644140012271,4.77863153701617,1.76492285540828e-06,1.55974520569683e-05,1.77049741717038,5.18419922456903,0.108298007357089
NM_001276387,197660,745.563675140461,5.19174197385277,0.203474764415473,25.515409681231,1.32976018663066e-143,2.19543406812723e-140,4.78624403803801,5.17598406632308,0.200754589279854
NM_009170,10261,4.94065519220512,5.70888009498342,1.68750961524884,3.38302078008699,0.000716932074193575,0.00382272560171154,0.752707354952519,5.14423277049243,0
NM_178777,5347,5.42147359386145,5.4604862734588,1.67009559617259,3.26956509913131,0.00107712949096885,0.00547711661496007,0.805818230083351,5.07107476732668,0
NM_008499,9571,28.235026862512,5.36059976080695,0.887970926428808,6.03690909382125,1.57094161693186e-09,2.02483113591905e-08,2.41335670521117,5.06643744417169,0.157715271499252
NM_008263,3742,75.7514717653712,5.17170666532276,0.534611407937447,9.6737678780096,3.89758044730581e-22,1.39064751480394e-20,3.42713421433586,5.0649958400171,1.08481496303689
NM_008257,1968,14.3994827402618,5.6031388180834,1.23084909223245,4.55225490553089,5.30739744963141e-06,4.32813853088263e-05,1.67465381544995,5.05730810934214,0.279982178224416
NR_002855,10663,137.179858415777,5.12329110548585,0.423119910228482,12.1083668757618,9.53741793086946e-34,6.16402302642421e-32,3.83816806773388,5.05465537640285,0.680304228672985
NM_010151,10009,48.1380176408092,5.16836388494931,0.650417781152296,7.94622169737258,1.92286171892684e-15,4.42599387546646e-14,3.03091719922062,5.0082864898277,0.265602067028022
NM_001033876,34160,4.86090519731702,5.64111343183883,1.69618780463459,3.32575992848509,0.000881778407818433,0.0046104096723866,0.741871081503995,5.00737297222789,0
NM_001302359,7878,38.5127042489954,5.20161329186422,0.728830928665889,7.13692721765481,9.54403463253034e-13,1.72466878568541e-11,2.82209612276,5.00053254649692,0.26750522494768
NR_110495,6391,5.0017492510024,5.55430945416478,1.68881819715771,3.28887352322038,0.00100589214075736,0.00516629161999274,0.757646400223215,4.99605645507407,0
NM_013645,15233,4.61584385333462,5.59428245837638,1.71735965277297,3.25749032786666,0.00112402088867271,0.00567668057819387,0.707106731789193,4.97915615072031,0
NM_173404,26521,4.71756379485619,5.63590003471895,1.70810332940776,3.29950766893771,0.000968545811696491,0.00499768222032617,0.722441357082254,4.96487016035766,0
NR_131041,22145,38.7547526432687,6.88210877373343,1.90159518365296,3.61912400330806,0.000295601973165856,0.00172618245487624,0.473937434091209,4.9505193415589,0.0809997695125523
NR_015388,48987,35.7406769455621,5.15805775370751,0.756794520544553,6.8156647725145,9.38288607072975e-12,1.53377672304701e-10,2.63543824330776,4.93518555429799,0.0439772701739373
NM_011440,2064,4.63107263892199,5.60726462003747,1.71626504660487,3.26713209660118,0.00108642973964828,0.00551751971525514,0.710153612580824,4.91713037452432,0
NM_011718,6398,16.8481989193372,5.37460515492165,1.10058060397336,4.88342710703607,1.04257702249346e-06,9.52426625025337e-06,1.78489766374344,4.91431053383617,0.140179735531062
NM_011859,7058,4.51911860936393,5.54173670140772,1.72825835245767,3.20654414516619,0.0013433969095817,0.00664237170566655,0.694028319662291,4.84336957413753,0
NM_146241,402549,149.445122042969,4.86011884397807,0.372430326741554,13.0497397634074,6.37648372055054e-39,5.36126485411659e-37,3.82604358448026,4.80376951597846,0.0259609643431165
NM_010450,3705,52.397934572125,5.43941825399859,1.17499235297906,4.62932225916837,3.66864463225834e-06,3.08027069655311e-05,1.07582995426455,4.78093945567239,0.814840951967253
NM_008699,3567,29.2896261542791,4.99468604602006,0.79344386811978,6.29494567505567,3.07507534653204e-10,4.28928136469803e-09,2.4239271114651,4.74168968861656,0.476569428682308
NM_001005232,5336,4.41739866784236,5.35981496074989,1.74507866578573,3.07138873784616,0.0021306555495242,0.00989603714479896,0.674539358964918,4.72282832793662,0
NM_010713,24266,45.6725482011284,5.24106822040871,1.10060787836642,4.76197592569279,1.91706556963908e-06,1.68355066780538e-05,1.21539938249904,4.67428705567673,0.124412170404627
NM_025777,3985,34.7115655477969,4.87068917029156,0.717928817080019,6.7843622576703,1.16600420095653e-11,1.87728743737337e-10,2.61320532490613,4.66760663379979,0.592083924610849
NM_011023,6887,86.3390122204601,4.71830989539401,0.477684899052076,9.87745248961624,5.21415939544974e-23,1.91688965143244e-21,3.28861663338743,4.6103761834411,0.879665658937572
NM_177610,17728,103.7289220749,4.66901049838093,0.41452980790281,11.263389047949,1.98957194446111e-29,1.06272400245171e-27,3.50871007644824,4.60428164883143,0.441513126267631
NM_010056,4267,8.16305930132959,5.4580437778649,1.49224790162772,3.65759856114481,0.000254589373151466,0.00151494023781251,1.12819888148655,4.58972612785715,0.070062491049741
NM_010595,9338,119.532123882705,4.6505227346519,0.392409716143805,11.8511916074668,2.12152359150146e-32,1.32402027303292e-30,3.57475175343204,4.58723591858033,0.985570638122418
NM_010445,3755,79.8352632031456,4.65547020453244,0.465841921987119,9.99366949344925,1.62454108385383e-23,6.07063593083733e-22,3.31585229127068,4.56450863962318,1.68368002301291
NM_001195662,118395,7.80686058955632,5.40491295994585,1.48509989844479,3.63942719651785,0.000273245174724867,0.00161169393250351,1.08701298670026,4.55503937264675,0.00252507833362258
NR_040511,6499,12.3860372868134,5.23881483426374,1.29702478882339,4.03910154949018,5.36563328564358e-05,0.000364963543447839,1.38768771558573,4.5393025229324,0.147482372176286
NM_172890,118645,209.987500984683,4.55889307522152,0.305251010841495,14.9348991921562,1.95369324328249e-50,2.83848183930026e-48,3.81683246749229,4.51893274006635,0.148890235764155
NM_010426,3768,25.9168449874357,4.80239541948269,0.839649149565655,5.71952633069054,1.0682142066895e-08,1.26465698876714e-07,2.12033158746133,4.50176501795469,0.463596476640826
NM_144946,106945,44.4107773394656,4.65611616095146,0.624358154622618,7.45744429936335,8.82168365513723e-14,1.76637923771717e-12,2.71386972368129,4.49037938010149,0.0342588002948245
NM_001081354,104461,187.034427084267,4.490458729322,0.311269505848227,14.4262725546637,3.53685705410943e-47,4.52344091265362e-45,3.75196267106547,4.44977540517086,0.153309503480728
NM_010712,40333,11.5138382515198,5.17659027171092,1.31599932601077,3.93358124840602,8.36895321042319e-05,0.000546918169321682,1.39292353756446,4.44697455840651,0.0136613920795788
NM_172152,137330,74.5133090164842,4.5168833850174,0.470313069794812,9.60399290410539,7.69060517387895e-22,2.69631429657945e-20,3.17632468082064,4.42086796102821,0.0472423810421464
NR_045799,22909,27.450999193586,4.68057127156951,0.787563292472277,5.94310491144974,2.79673312355271e-09,3.51985240865147e-08,2.21150455215789,4.41383669537193,0.0872530359866881
NM_008780,10054,38.4262789541108,4.62859134951524,0.713796678196144,6.48446748339077,8.90457255906586e-11,1.30626770795796e-09,2.27229499105607,4.39397864742173,0.370541613922414
NM_010057,4636,19.1572524964426,4.76259679982297,0.936415943228892,5.08598431526153,3.65724278419947e-07,3.57669284888781e-06,1.95156167554947,4.39124250491436,0.291773022083296
NM_011537,50555,47.6003169641431,4.53534206932978,0.60277655712461,7.52408502906028,5.30907873727054e-14,1.08456894204241e-12,2.63827956296589,4.37147012464393,0.0923588904396504
NM_010710,18429,119.89197725703,4.42067987957163,0.374039670468222,11.8187460544969,3.12311311252417e-32,1.93579717530892e-30,3.47583724663522,4.35749401053174,0.56387970305553
NM_178249,2407,57.2335330814795,4.45587758707485,0.564439633211584,7.89433860574516,2.91858802222091e-15,6.55185130674338e-14,2.74835982370759,4.31284543900294,2.21806313384039
NM_031884,24689,6.92647555169226,5.18713320822508,1.49206799379257,3.47647240595271,0.000508056507119453,0.00280706243559367,0.983494356361412,4.30158127242741,0.012108900697041
NM_010225,5590,29.0103300264412,4.54503049591752,0.741747290228021,6.12746491398753,8.92902808133023e-10,1.18624783456502e-08,2.25600809841075,4.29869419796767,0.499175605641983
NM_008272,7412,54.8445591522213,5.03455206389872,1.17487420483659,4.28518393132902,1.82588063543437e-05,0.000136179951622684,0.976330362885099,4.26452470719801,0.632688835024588
NM_009323,100500,925.310625070719,4.25814390765307,0.159539216071865,26.6902647041652,6.10589992942824e-157,3.69630828727821e-153,4.04263066547808,4.24712595886242,0.912804301947901
NR_030721,11829,86.4592821704332,4.32541459508736,0.416732350853803,10.3793588048191,3.07835709364707e-25,1.27059189040283e-23,3.25180198783282,4.24246379274344,0.712623607113983
NM_031382,33806,151.087255820741,4.42826658301886,0.631432077422875,7.01305293372547,2.33173179761284e-12,4.06787523308806e-11,2.26577651844621,4.23457279182314,0.431282285364695
NM_001037914,6526,9.60864788737139,5.00497997063835,1.31704861428234,3.80014823778207,0.000144609557094865,0.000903113537276422,1.19491923159435,4.2333484070293,0.0916201806035075
NM_001081971,4860,17.1515718877175,4.65047180242023,0.99351456450885,4.68082901705545,2.85717164906281e-06,2.43725196423812e-05,1.66992939056553,4.20589233606136,0.320247167776168
NM_009501,3842,9.12515322049185,4.99512870498494,1.33809092139379,3.73302637744667,0.000189192772946573,0.00115804851684621,1.17225522520937,4.1994997323797,0.155625533216681
NM_001039655,6072,36.9714699078408,4.99105639114526,1.19776385455461,4.16697863453325,3.08663414691332e-05,0.000219742699890603,0.985125739102566,4.19500976552672,0.520834592186477
NM_172553,20930,70.4192079092648,4.2650098183925,0.457368810916912,9.32509982445503,1.10879169010669e-20,3.62172048273879e-19,3.02817105525489,4.16869319331203,0.335248224074379
NM_020265,95012,28.8782509967654,4.39663456494266,0.71393864665836,6.15828066672313,7.35389423287224e-10,9.83461510774615e-09,2.28205917895889,4.16453583633231,0.0279797403368362
NM_027397,5029,47.5246228178514,4.71133078223483,1.02706742908513,4.58716793933528,4.49299251573045e-06,3.71910834449319e-05,1.24566377305993,4.1617218357618,0.804268835695151
NR_002866,2683,17.0753323510773,4.57275818641847,0.970846208579042,4.71007472245402,2.4762598879223e-06,2.13134387794109e-05,1.73767079305943,4.14446770832937,0.562613814207729
NM_175730,3421,21.1975347290843,4.50185185506115,0.879440408322771,5.11899591201054,3.07166618972559e-07,3.03012111198297e-06,1.84180494530933,4.1400985858923,0.510620147320266
NM_010468,36278,139.396841235409,5.27975405246315,1.35129346602341,3.90718536366524,9.33775176841119e-05,0.000604573653711642,0.711733424600735,4.13669388563069,0.287614553504133
NM_007442,38905,86.3198021728938,4.21127943754307,0.415971711873292,10.123956310822,4.32568840922489e-24,1.66791565180325e-22,3.14464602803053,4.13112714059552,0.240102922849303
NM_019931,210393,563.201887695736,4.13308532289378,0.183342388987736,22.5429882620884,1.57333394564287e-112,1.29878717212819e-109,3.86960602722565,4.12265126909097,0.291292641514471
NM_011376,93501,156.671419505778,4.15988362743516,0.311240112726823,13.3655125330401,9.61702958034071e-41,9.24099863537394e-39,3.49624083405452,4.11463257814567,0.174133131597628
NR_131145,158954,98.7654127309919,4.96823234698092,1.22423985073707,4.05821812122007,4.94485720382468e-05,0.000338498121668526,0.851801490260443,4.07805115692848,0.0543574925838134
NM_021387,30690,179.293207951361,4.43476832329822,0.812603056740299,5.45748417571549,4.82928175147582e-08,5.25806869835446e-07,1.56841134118072,4.07677860046364,0.646636562315828
NM_001243792,605878,558.969701986848,4.08768829698172,0.207503358718837,19.6993837700741,2.18260330389442e-86,1.01636560518017e-83,3.7447834575068,4.06697229184109,0.103384185810634
NM_013503,3014,9.58956021922871,4.93028420840929,1.37068731663054,3.59694304353019,0.00032197895085851,0.00186284158220497,1.13155127788719,4.04974578954613,0.318011923282576
NM_001290646,30456,124.048363212639,4.09855352082418,0.360047282510409,11.3833757951101,5.06022782941391e-30,2.79327652309988e-28,3.24401569982829,4.0407699827267,0.445043560919577
NM_001039347,221672,618.929814176488,4.05533449104243,0.175186711101084,23.1486421861215,1.5002600070303e-118,1.43401168356197e-115,3.81826382552729,4.0401774236886,0.317287508626933
NM_025696,599480,204.028211692849,4.24591822317661,0.638438653153374,6.65047174416083,2.92155086837219e-11,4.51944508692566e-10,2.11972735326701,4.03648908886791,0.0375363461430017
NM_001160112,3984,64.9940771289054,4.13589323577379,0.470368021694378,8.79288779214903,1.457640308669e-18,4.13628213214651e-17,2.89772751760762,4.03017160579572,1.794358904752
NM_013555,2445,63.9738509821259,4.14844406899886,0.512342726392493,8.09700978524451,5.63265431977049e-16,1.34598204080726e-14,2.67719507252123,4.02093792859655,3.11323592122541
NM_001301137,6667,8.08619799457959,4.84075127686322,1.36419433315925,3.54843233049711,0.00038753156167522,0.00219842639814265,1.05449309788418,3.99833634407774,0.0896825106672401
NM_001033360,7089,15.1548573517787,4.54437512447964,1.03595170597908,4.38666696357698,1.15100818406585e-05,8.92166437508322e-05,1.44350806700499,3.99418941110152,0.233180248305396
NM_153111,3899,8.5470551372899,4.83777825744195,1.34592355002927,3.59439305251531,0.000325148668900155,0.00187878618386755,1.08593608200729,3.98437606416537,0.141319550332303
NM_001037743,57994,211.475253137749,4.00666971803491,0.269454448251941,14.8695623472827,5.19518399196311e-50,7.42911310850724e-48,3.48193926383598,3.97171487416652,0.421723427634989
NM_001300957,5969,8.13900087654088,4.87526454829938,1.38521602835218,3.51949764405982,0.000432364876087993,0.00242650757559766,1.06102370716681,3.96961546446237,0.0923110951157063
NM_138666,900068,655.934056789186,3.95136454292116,0.176305003875864,22.4120952670368,2.9998582524583e-111,2.36871416186501e-108,3.71387067473385,3.93781316454442,0.0889850398029289
NM_178250,3330,89.9130427650021,4.01275346997583,0.396282537043481,10.1259911675985,4.23664293196405e-24,1.6370568571787e-22,3.04657393366334,3.93668228038763,3.23112908533913
NR_003248,6155,88.6485418211757,4.01355503668291,0.400829571268425,10.0131210977823,1.33473908522303e-23,5.06058382604082e-22,3.03189372080346,3.93532302830645,1.65904983404269
NM_001302358,7088,74.1711592391325,4.0210140087643,0.433090515285635,9.28446564135059,1.62520607718745e-20,5.17813466101776e-19,2.93864250441178,3.92875263971997,1.22276570386775
NM_080458,8785,9.51062688610779,4.7534277988061,1.31850986330934,3.60515149039191,0.000311970893104933,0.00180897298521031,1.12806424074491,3.92109725734605,0.1091050582554
NM_028202,6212,32.5221993348257,4.15817789567458,0.699028164845737,5.94851267057633,2.70589945187826e-09,3.41499930128986e-08,2.09995421795135,3.91285667979069,0.562405513194665
NM_001205085,34055,315.183950089496,3.93148322823917,0.223301788283914,17.6061430517544,2.21000585914597e-69,5.81679947941304e-67,3.57276242601876,3.91085225948182,1.13237561374798
NM_178723,406189,1499.06778137668,3.90301575973818,0.146695049240614,26.6063222988277,5.73583576315188e-156,2.60421283236503e-152,3.7309142910625,3.89144816032525,0.463528194561155
NM_010455,2949,29.8716414519045,4.1297165867682,0.699087774225477,5.90729338865,3.47774076127275e-09,4.34084192202573e-08,2.07883873572831,3.88407562169032,1.22944848918972
NM_023456,6776,25.0067205170825,4.17956040738356,0.775532358721699,5.38927919690247,7.07408341509218e-08,7.53752682914157e-07,1.85706795428728,3.86334068350264,0.434276582234299
NM_001113400,292645,989.871357982997,3.8684678697591,0.152770004888976,25.3221689203353,1.820941324627e-141,2.75584294971258e-138,3.6879130308634,3.85643831623331,0.432198198301115
NM_007492,11848,23.6317684024598,4.21475357156667,0.827150505264112,5.0955098796934,3.47803881202742e-07,3.40693974461866e-06,1.76750729929137,3.85325191253818,0.220417177330405
NM_016668,20867,67.7566855669346,3.94424761610027,0.458222179623734,8.60771868210104,7.45288825823674e-18,2.02622610266224e-16,2.74775444165357,3.84092885817892,0.414638122012819
NM_008166,760979,4208.40571445952,3.84023726228301,0.121976465976985,31.483427819655,1.46461519599033e-217,2.65988765743805e-213,3.72573393851681,3.83448212811146,0.72138860314128
NM_008091,21522,153.372903430247,3.88430173669947,0.318962466606089,12.1779273217638,4.07506567985386e-34,2.68142274680529e-32,3.18731407685621,3.83275156318551,0.908755332405795
NM_183015,61967,64.4065700654623,3.92315998446802,0.446609935630391,8.78430968834241,1.57327696915873e-18,4.43668991256084e-17,2.82181405537302,3.8243184074025,0.13021527604041
NM_010835,4094,51.3846221356357,4.55509558648447,1.11066674078112,4.1012262447698,4.1096649982749e-05,0.000285304380862654,1.00414307823992,3.81239156692288,1.38025754349659
NR_040381,39161,20.9533569028292,4.14950682767345,0.813662532462905,5.09978850213633,3.40033216362092e-07,3.3380233742443e-06,1.81293963361522,3.81117841969507,0.0574788202256184
NM_001163387,721466,526.538005001163,3.82013142190958,0.187121067503092,20.4152930126184,1.22295912095027e-92,6.73035169562967e-90,3.56410119349143,3.79744866954219,0.0969084206779095
NM_001079869,24804,42.1513658024459,3.98220841811816,0.604213415540761,6.59073154566446,4.37664639525618e-11,6.66814389129594e-10,2.26312005877494,3.79391189589985,0.207493865029923
NR_045195,38547,47.9306127828868,3.91162156835233,0.541200010139657,7.22768199383983,4.91307509516663e-13,9.11403031698889e-12,2.46929071422506,3.7612911691435,0.153060571754283
NM_015743,41141,40.2119885763126,3.9206846543531,0.565118637828166,6.93780808472512,3.9823018988536e-12,6.78448262524205e-11,2.4125667630019,3.75930534921749,0.121609973298768
NM_010460,3517,30.5253360780751,3.97582593746389,0.668391556895623,5.94834853379926,2.70861367566949e-09,3.41605090026623e-08,2.1257100312084,3.74834792925992,1.1092254927476
NM_001277238,4273,41.1802534007105,3.91079125809795,0.565950803205732,6.91012582002876,4.84224036381723e-12,8.16526715387974e-11,2.40896164596275,3.74704721403791,1.17087664673171
NM_001141922,48584,39.1606474455251,3.91599624395566,0.574545584758597,6.81581470267676,9.37310459815932e-12,1.53355813159614e-10,2.36348643974454,3.74574832019558,0.101048476200785
NM_001081224,186743,271.669433458876,3.77652325514286,0.246032428563663,15.3496970996474,3.55843977715686e-53,5.66884428008295e-51,3.34107121687411,3.745651849086,0.198826716624077
NM_009866,152116,238.150659325265,3.76312964047295,0.250049429352022,15.0495430052559,3.47627356981261e-51,5.21757060341875e-49,3.33095924061258,3.73132418042468,0.214280171907751
NM_001290335,521255,1409.11406158226,3.73511769938689,0.140805452076287,26.5267973953398,4.75804317199893e-155,1.72821644093345e-151,3.59293081994818,3.72530383502119,0.374814380001956
NM_001293689,50470,85.8345921947049,3.82505441506613,0.439009194200971,8.71292552773982,2.96131208827096e-18,8.22330104512062e-17,2.72394544098861,3.72403251860274,0.224800085930727
NM_001033281,111311,193.423842391902,3.75134122225225,0.281221714829903,13.3394436646589,1.36474199203928e-40,1.30447785881186e-38,3.2185499650485,3.71413617762316,0.249388214525483
NM_010053,4535,20.221806034653,4.06483337963526,0.82326538222478,4.93745208701781,7.91498436996454e-07,7.37148877656031e-06,1.74168664687897,3.71409010477895,0.575855064390438
NM_177006,161440,166.602694434966,3.74819398398327,0.283582709453733,13.217286735159,6.97343520372289e-40,6.23864811501534e-38,3.20402314860943,3.70772493423549,0.143253372877058
